essay_id	essay_set	essay	essay_score	Age	CEFR level of test	Coherence/Cohesion	Gender	Grammatical accuracy	Mother tongue	Orthography	Overall CEFR rating	Sociolinguistic appropriateness	Test language	Vocabulary control	Vocabulary range
PHA0510047	write an essay: More people know more - ID: B2PS0201_hlava	"Všechni víme, že když je více lidí, více děla je dělana dobře, protože víc hlav, víc ví. Jestli někdo nevím ještě, můžu říct, že to je pravda. Mám rád hrát intelektualní hry a často hrám v Gruzii. Mám svoje grupa a v grupě je šest lidí. Grupa se jmenuje ""Alaxas, Franebulta Gundi"" a dobře víme už, že víc hlav, víc ví. Vyhŕali jsme intelektualní hru v Berliněa vyhlali jsme taky peníze. Jestli nebyl tam někdo z nás, myslím, že jsme nemohli vyhrat. Jsme jaký jeden člověk, vždycký jsme spolu, pracujeme, studujeme, jíme spolu To je dobře, kdy pracuješ sám, ale víc hlav, víc ví. Někdo může myslet, že to bude chaos když je mnoho lidí, ale kdy pracujete dobře a spolu to je už není chaos. Ale te-ambiguous- jsem v České republice, a oni jsou v Gruzii. Těším se na ně, protože už tady jesem jeden, a nemůžu dělat všechno sam. Pamatujte lidí dobře, že víc hlav, víc ví."	3	2029	B2	B1	male	A2	Other	B1	B1	0	Czech	B1	B1
LIB0611001A	answering on a birthday invitation - ID: A2PS0102_oslava	"Dobrý den, Julie. Dekuju moc za pozvaní. Jsem moc rad, že ty nás pozvala oslavovat tvoji naroženiny.  Přijdu s přýtelkyní Je to fajn? Chtěl zadat otazky. Budemé hrát na kitarý? Budemé hrát fotbal nebo ping-po Kdy a kde budeme oslavovat tvojí narozeniny? Znám velmi dobře cafe v centru města, kde bychom oslavili tvojí narozeniny. A kdo ještě budé na narozeninach? Tvoji kamaradkí Eva a Kateřina?
Děkuju mockrat. Martin."	2	1519	A2	A2	male	A2	Russian	B1	A2	A1	Czech	A2	A2
PHA0209038	write an essay: The school is the basis of the life - ID: B2PS0200_skola	Evropa zásadně podporuje  vzdělání a především vyuku cizích jazyků,  když se zamýšlím nad samotnym významem tohoto druhu vzdělání pro život člověka ve 21. století, pak si -unreadable- vspomenu na poslední výsledky eurovýzkumů, které ukazují, že nejlépe jsou vzdělani a jazykově vybaveni obyvatele malých  evropskych států, tympádem vzniká otázka - jak jsou na tom Češi a vůbec Česka republika? Jak jsou na tom se vzděláním  a jeho dostupnosti pro každého? Třebaže na Malte a v Lotyšsku, což jsou země velmi progresivní ve vzdělávací sféře, většina obyvatel mluví více než dvěma jazyky, možnost vzdělání má každý  a stát to podpořujepodpořuje. Dokonce naši vychodní sousede, Slováci jsou na tom čím dál lépe, dokonce jak je známo, se chystají zvyšit počet škol zaměřených na informační technologie, studium jazyků. nybrž dokonce zvyšit počet jazykových škole, kdy děti budou mit možnost se seznamit s cizí -unreadable- řeči jíž v předškolním věku, dokonce jak jsem se dočetla, že nechali udělat specíalní studii o tom, od  kdy se mají -unreadable- učit děti mluvit cizímí řečmi, aby pak obstály ve stale tezší konkurencí na pracovním trhu 21. století! Ale mám dojem (taktež i z vlastní praxe), že nejen  dětí, ba dokonce i jejích učitele si s -unreadable- moderními technologiemi a s jinou, než mateřskou řečí, hodně často neví rady. Táto situace není  odlišna ani v Česku ani v Polsku ani v jiných postsocialistických státech, které ještě dnes nesou břemeno omezení svobody slova, svobody vzdělání a vlastních rozhodnutí. Česká republika stojí někde uprostřed. Více než střední vzdelání uvádí pouze třetina obyvatel mladších než čtřycetpět let, takže je co dohánět, ale má otazka je jasná: Je třetí, druhá nebo až čtrtá třida ideálním startem příprav k celoživotnímu vzdělávaní? A tak všichni pomazaní, rozuměj ministři školství, pracuji na tom, aby se děti conejvíce naučili. Odpurci toho názoru myslí, že děti, stejně jako jejích rodiče jsou díky nadměrnému zatížení přílíš vystresovány. Musíme vybrat zlatý střed! Uspěšní -unreadable- a  znamenití lide byli odjakživa velmi sečteli a vzdělaní .... a v dnešní době tomu není jinak.	4	4049	B2	B2	female	C1	Russian	B2	B2	0	Czech	C1	C1
PHA0510037	write an essay: More people know more - ID: B2PS0201_hlava	"V dněšní době byt chytrý velmi duležite a moderně. Existují testy IQ, pomoci kterých člověk může dozvědět i jak je chytrý. Ale myslím, že víc hlav víc ví. Je to pravda, protože lidi maji různé zajmy. Někdo ví něco o medecině, někdo o ekonomike, někdo o kultuře atp. Jsem rus, a chtěl bych vám řict, že v Rusku máme televizni program „Co? Kde? Kam?"". V ni lidi odpovidáji na ruzne zajimavé otazky. že všech vědeckých oboru. Nevím, jak by bylo, kdyby jeden člověk"	3	1519	B2	B1	male	A2	Russian	B1	B1	0	Czech	B1	B1
0811	answer to the email of Alena - ID: 1_Alena	"Drážďany x 7.dubna2007
Milá Aleno,
děkuju Ti  mnohokrát za Tvůj email. Těšila jsem se moc z něj. Je mi líto, že píšu teprve dnes, ale musel jsem pracovat hodně v poslední době. Bohužel musím už pracovat na diplomce. Budu na dovolené až příští měsíc. Jinak se mám docela dobře! 
Těšila jsem se moc, že budeš v Drážďanech X brzo! Můžeme se setkat, budu mít čas. Mužeš mi  navštívit odpoledne. Kdy příjedeš na nádraží? Chtěla bych jít na tebe! 
Ten prázdninový kurz zajímá mě. Kateřino, víš kdy bude kurz a kolik stojí? Mohla bys mi poslat ten inzerát? 
 Tak, doufám, že Ti v Brně Y dobře. Přeju Ti všechno nejlepší za Tvůj pohovor! Posílám Ti milý pozdrav z Drážďan X . Měj se hezký a za chvílí ahoj! Dana"	3	not reported	B1	B1	male	B1	German	B2	B1	B1	Czech	B1	B1
0643	answer to the email of Alena - ID: 1_Alena	"Ahoj Mileno, 
děkuji Ti mockrát za Tvůj dopis. Je mi líto, že jsem nenapsal tak dlouho. Ale mám skutečně hodně práce. Bohužel musim psát dva semínarní práci a mimo to  musím pracovat. Jinak mám se take dobře. Vlastně nemám novinky. Ve 13. srpna nepojedu na grilovací party, protože budu být bohužel v dovolené. Ale mám čas zase v 27. 08 Co si přejou vlastně o svatbě.
Příští středu budu mít také čas. Těšim mě na setkání. Setkáme se ve deset hodin u kostelu ,,Frauenkirche"".
Chtěl jsem se tě také ještě zeptat něco.  Hledam dobrou gramatíku za  českou jazyku. Znaš dobrou gramatiku? Když ano, mužeš koupit asi gramatíku? Samozřejmě zaplatím knihu.
Když  se setkáme ve Drážďanech, museš mi povídát o svatbě. Jsem napjatý.
Na shledanou a zatím ahoj"	3	not reported	B1	B1	male	B1	German	B1	B1	A2	Czech	B1	B1
VAR0910006	write an essay: Clothes make the man - ID: B2PS0201_saty	"Šaty dělají člověka
Staré přisloví řeče, že šaty dělají člověka. V dnešní době každý chce byt modní, a mít co nejvíc známkového oblečení. Proto někteří řikají, že tohle rčení je pravdivé. 
Podle mému názoru není tohle tak jednoduché. Myslím si, že dílem toto  přisloví může byt aktualní, ale dílem ne. Když myslime o krátkodobé perspektivě, tedy první ví-ambiguous- bude nejduležitější pro ostatné, a budeme moct souhlasit s polským přislovím: ,,jako té vídí, takhle té popsují"".  
Však když je analizována délší perspektiva, je třeba řici, že šaty nedělají člověka, a jsou jenom výsledkem, efektem jeho pozice. 
Kromě těchto kategorií je i třeti, Lide, kteři pracují v armadě, v policie nebo jako hasíčí jsou vždycký oblečení v uniformy. V teto skupině mundur je symbolem zaměstnaní na konkretní pozici, a plní jínou funkci než zvyšovanípozice ve společenství. Jakékoliv bude naše minění, je jíste, že nášé oblečení ma - nebo může mít - základní vliv na náš život, a náši pozici. Neznámena to, že se musíme oblekat jenom ve známkové oblečení, však musíme byt vždycký elegantní, a čistí, a citit se v našém oblečení komfortní a zdravě. Když budou splněny teto  podmínky, naš život jísté bude lepší."	3	2029	B2	B2	male	B2	Polish	B1	B1	0	Czech	B1	B2
PHA0411030	write an essay: No pain no gain - ID: B2PS0202_kolace	"Všichni víme, že práce, tj. zaměstnání, je jedna z nejdůležitější věcí ve životě každého člověka. Bez práce nebude mít člověk peníze, a bez peněz nemůže nikdo žít. Problém je v tom, že někteří lidé chtěji, aby dostavali peníze bez žádné práce a hledají různé způsoby, jak to udělat. Ten problém není jenom ekonomický, ale také etický.
Každý člověk musí nějakým způsobem pomáhat všem ostatním lidem, tj. musí pracovat a dělat něco nutného pro všechny. Jestliže určitý člověk žije jenom pro sebe, musíme se zeptat, proč on existuje a žije ve společnosti.
Práce nemusí být fyzická. Spisovatel, například, také ma pozitivní vliv na společnost, přestože jeho práce je uplně intelektuální. Můžeme říct, že pokud zaměstnánci, zabývající se fyzickou prácí, vyrábějí fyzické produkty, jako například stroje, jídlo a palivo, spisovateli, skladateli atd. ""vyrábějí"" kulturu, která je stejně tak důležitá pro lidy, jak potraviny a energie.
Samozřejmě, existujou také práce, které jsou velmi důležité, přestože vůbec nic nevyrábějí: například učitelé a profesoři (protože bez kvalitných škol a univerzit společnost nemohla by existovat), lékaři, atd.
Na konce můžeme říct, že každý člověk musí dělat něco nutného pro svou společnost, ale bohužel mnoho lidí potřebujou nějakou motivaci, nějaké ""koláče"". Ty ""koláče"" jsou opravdu peníze, a podle mého názoru nesmí žádný člověk dostavat peníze bez důležité a nutné práce. Jenom tak může společnost progresovat. Bez práce nejsou, a nesmí být, koláče."	4	2029	B2	B2	male	B2	Other	C1	B2	0	Czech	B2	B2
1008	- ID: 3_Jana	"Ahoj Jano!
Děkuju za tvůj mail. Měla jsem moc radost. Myslím, je fantastické, že budes studovat v Praze. A který obor udělaš? Možna, měla bych taky studovat dál a napsát doktorskou práci,  ale jsem trochu líná. Proto, po  studia pohledam firmu v Německu, kde můzu pracovat. 
Rada  chodíš na kurz angličtiny? Máte tam taký kurz češtiny? Chtěla bych jet do Brna na léto a   byla bych moc rada  se učit mnoho češtinu. V Brně, mohli bychom se setkat často a  mluvit o žívotu. Můžeš mi  posílat odkaz na stranu školy, prosím?  
Posílám ti taký fotky. Byla jsem na  výhlet s přítelem  Tomášem v Berlíně a jsme fotografovali moc. 
Tak! Doufám, že mám čas na léto a se setkame v Brně. To byl by hezké. Měj se moc hezký. Ahoj, Jana"	2	not reported	B1	B1	male	B1	German	A2	A2	A2	Czech	A2	B1
LON0611004A	answering on a birthday invitation - ID: A2PS0102_oslava	"Mila Evo, 
dekuji moc za tvuj heske dopis a tvoje pozvat. Určítě pujdu na tvoje narozeniny. Mam jenom dvě nebo tři otazky. Prosim napišu mně coje kde bude tvuj oslavy a kolik hodin bude zeptat? Neznam tvoje město a proto prosim napíšu me budou neco lidé je znám? bude jenom tvuje rodiny nebo tvoje kamaradý taki? Koho budu znat? Čekam na tvoje dopis 
mejse hezky 
Tomáš"	2	4049	A2	A2	male	A2	English	B1	A2	A2	Czech	A1	A2
PHA0710013	write an essay: More people know more - ID: B2PS0201_hlava	"""Víc hlav víc ví"" je zaklínadlem team-buildingových cvičení už dlouhou dobu. Jeho rostoucí popularitá má však dobré opodstatnění, nahlédneme-li do podrobností vzniku některých nejdůležitějších lidských počinů za posledních přibližně padesát let.
Jakožto učebnicový - byť poněkud kýčovitý - příklad uvažme vesmírné programy. Během Studené války mezi Spojenými Státy a Sovětským Svazem se kromě závodu v jaderném zbrojení (dalšího příkladu vynikající týmové spolupráce kolosálních proporcí) soupeřilo také o prvenství vstupu na Měsíc. Tato záležitost, jež se dnes považuje za téměř rutinni, tvořila v té době úkol skoro nadlidský. Stovky a stovky raketových fyziků, matematiků, programátorů a jiných vědců pod vládním financováním stvořili dílo, které umožnilo několika málo vyvoleným ustanout na satelitní planetce vzdálené tisíce kilometrů od zemského povrchu. Za tímto dílem, které už i ve své konečné podobě budilo bezmezný respekt, však stály pravděbodobně miliony pracovních hodin, výpočtů, simulací, analýz a testování, než mohlo být prohlášeno za schopné vykonávat svůj jediný účel. Je bez pochyb, že cosi podobné by bez koordinace takového množství mentálního výkonu ve prospěch jediného cíle nemohlo vzniknout. Jedno je tedy jisté - jedna hlava zvládne mnoho. Ale  víc hlav dokáže téměř vše."	4	2029	B2	B2	male	C1	Slovak	B2	B2	0	Czech	C1	C1
0808	answer to the email of Alena - ID: 1_Alena	"29.leden2008 
Milá Aleno,
děkuji Ti mockrát za Tvůj email! Minulý týden jsem napsala diplomce a teď mám čás a můžu planovat dovolenou. Konečně! Inzerát je moc zajímavý! Bych těšla mě, kdybych přijela v létě do tebe! Kdy začíná prázdninový kurz a kdy končí? Kolik stojí? Posláš mně inzerát, prosím? Je výborné, že máš pohovor blízko Drážďan! 13. 0213. 02. mám čás a můžu jít pro tebe na nádraží.  Kdy přijedeš? Co chceš dělat v Drážďanech? Mám ideu: Budeme jít do mně domů a pozvu tě na svačinu. Potom budeme jít na procházku v parku a večer budeme jít do restaurace a potom na party u Petra. Co říkáš? 
Těším se moc na tvoje návštevu! 
Zatím ahoj, 
Tvoje Dana"	2	not reported	B1	B1	female	A2	German	B1	A2	A2	Czech	B1	A2
PHA0811012	write an essay: No pain no gain - ID: B2PS0202_kolace	"Již v minulosti každý člověk od malička věděl, že se nedostane jídlo, jestli nebude pracovat. Tento fakt, že jednou z nejdůležitějších věcí v životě člověka je práce, většina lidí dosud respektuje.
Myslím, že práce ovlivňuje naši samostatnost v životě, což znamená, že pracovitý člověk zvladne všechno sám. Zatímco si líný člověk bude stále stěžovat na svůj špatný život a hledat toho, kdo za to může.
Považuji za přirozené, že pracovití lidé většinou postupují ve své karieře rychleji než ostatní, i když vědí, že není to snadno.
Když člověk má zájem o zaměstnání, nikdy nebude žádat o peníze na ulici. Podle mého názoru to jsou nejlínější a nejnezodpovědnější lidé.
Kromě toho, v současné době číslo lidí, kteří nechtějí pracovat neustále stoupá. Tato tendence se objevila nedávno a lidé si jsou jistí, že tyto ""koláče"" jim dá vlada. Zdá se mi, že je to nejnakážlivější nemoc 21. století.
Doufám, že lidstvo brzy najde vhodný lék a vylečí tuto nemoc, která není bezpečná a kvůli které se lidé podstupují riziko vrátit do minulosti, do středověku."	4	3039	B2	B2	female	B2	Russian	C1	B2	0	Czech	C1	B2
PHA0411036	write an essay: No pain no gain - ID: B2PS0202_kolace	"Bez práce nejsou koláče.
Když chce člověk něco mít a dosáhnout nečeho významného musi na tom pracovat kazdý den. Podle mého názoru ve věte ""Bez práce nejsou koláče"" nejde jeno o finanční stranu života, to je všeobecně, mužeme zařadit do každé části našeho života. Mám s tím vlastní zkušenosti. Dva člověka, jeden umí kreslit a má, jak se říka, talent od Boha, ale svoje talentové nadání nechce podpořít pomoci praxe Druhy naopak žadný boží dárek nem-unreadable-, ale každy den od ran-unreadable- kreslí, maluje, jde ven a na ulice chledá zajimavé lidé se sloužitou strukturou obličeje. Věnuje kreslení hodně času, protože se chce neco dokazat sebe a ostatným. Oba dva studovali faultu architektury První být velmi chválen profesory a studenty. Druhy nic význanného na univerzitě neudelal, jen hodně pracoval. Ale teď je nejvýznámnější architektem ve stěte, který staví a projektuje budovy v Americe, Evropě atd. Jeho umělecké projekty jsou ve ruzných časopisech, a televize. A talentovány spolužak, ktery myslel, že vš všechno má neudelal ani diplomovou praci 
Člověk nesmí myslet, že už všecho umí, Každy den potřebuje prácovat na sobě, číst knihy, mluvit s lidmi, učit se novému. A hlavně v-unreadable-žit tomu, že všechno co chce, o čem sní, dosáhne pomocí každodenní práce. Vždýť bez práce nejsou koláče."	4	2029	B2	B2	female	B2	Russian	B1	B2	0	Czech	B2	B2
0644	answer to the email of Alena - ID: 1_Alena	"4.srpna2006
Ahoj Mileno, 
Děkují Tí za Tvůj dopis. Mám se dobře, ale pracuju teď hodně, protože každý den příjedou turisty do Saského Švýcarska, který chtějí se prohližet na přírodu. 
  13.srpna budu nemoct  navstěvovat vám, protože budu na dovolenou od 5.srpna i pojedu  k mořem. 27.srpna  budu mít čas a pojedu rad na hradě Křivoklat Co sí  popřejete? 
Příští středu mám čás. Libí  se mi setkat se s tebou. Myslím, že půjdeme do kavárny u hlavného nadraží. Tam je hezké. Myslíš, že budeš končit sraz v pět hodin? 
Jinak mám otažku. Znáš dobrou gramatiku českého jaziku? Hledám novou gramatiku ale nenajit   tu v Německu.
Mužeš tu koupit pro mě? Samozřejmě zaplatím. 
Zdravuj Petra.
Zatím ahoj Tomáš"	2	not reported	B1	B1	male	A2	German	B1	A2	A2	Czech	A2	B1
PHA0810010	write an essay: Clothes make the man - ID: B2PS0201_saty	"Šaty delají člověka
Dost často se říká že šaty dělají člověka Není pochyb že způsob oblečení a moda hrají velkou roli v lídské společnosti. A i v afrických kměnech, a i v více pokročílých státech pomáhají šaty lídem ukázat před ostatnímí svoje individualitu, a občas povědět něco navíc o své osobnosti. Pro jední je to také způsob jak se schovat od ostatních. Dase řict, že šaty jsou instrumentem, který pomáha lidem se přizpúsobit k životu mezi ostatnímí lidmi. 
Můj vlastní názor je takový, že šaty dělají člověka jen do určité míry. Na jednou stranu je to způsob samovyjadření. Ale když za šatama neukrývá se níc, tak se to dost rýchle dá najevo. Až se to objeví, okamžitě člověk přestane působit na ostatní stejně jak před tím. A naopak - dobré srdce, chitrý rozum, šikovné ruce hned přilakají líde. Všichní budou se soustředěni na dobrých lidských vlastnostech člověka. A od té doby vůbec nikomu nebude vadět jeho způsob oblečení. Na závěr chci řict, že ne šaty dělají člověka, a člověk dělá šaty. Líde vždy by měli hledat tu rovnováhu mezi svým vnitřním rozvojem a náplní a tím, jak vypadají ze vnějška."	3	3039	B2	B2	female	B1	Russian	B1	B1	0	Czech	B2	B2
1010	- ID: 3_Jana	"Ahoj Jano,
jak se más? Mám se dobře! Mockrát dekuju za tvuj email. To je fajn, že ty napsala až teď. Měla jsem také hodně práce v poslední době! Chci dokončit diplomovou práci přišti tyden. Pak nejsem žadná studentka. Nevím, co chci dělat po ukončení studia. Asi budu hledat praci v nějakych městě. Jaký odbor ty chceš studovat v Praze? Sociologie nebo psychologie? Jak  ty libi kurz angličtiny? Chci absolvovat tam kurz češtinu v letě! To je mošno? Kromě toho  chci navštěvovat  v Brně v letě. Pak mužeme se setkat častějši. V letě nemám nějaké plany. Asi půjedu do Francii X. Mám jedna otazku: měla bych rada, kdybys mi posílala odkaz na internetov stranku školy. Budu posilat fotky od poslední vyletu s Tomášem.  Promiň, musím taky končit. Mej se hezky, Petra"	2	not reported	B1	A2	female	A2	German	B1	A2	A2	Czech	B1	B1
0630	answer to the email of Alena - ID: 1_Alena	"Ahoj Mileno!
Dekuji za tvoj email. Těší se mi. Mám dobře a nemam čas. V srpne budu na moře o dovolene. Protože nemam čas  13. srpna. srpna a nepůjedu na grilovací party. A potom na 27.8.. 8. půjedu o svatbě. Co si přejete? 
Mám čas ve stredu. Sedjeme se ve stredu na kavu v menze v kavane. Teši se mi. Mám čas na v 13.00 hodin. Maš čas? Nema pišeš. 
Hledám dobrou gramaticu ceskeho jasyku. Znaš jednou a mužeš koupit? Platim se  kdyš sedjeme. 
Jak se mate? Maš dobře? Tesi se mi na tebe. 
Na konci  vsechno dobře. 
Zatim Ahoj 
Blažena"	2	not reported	B1	A2	female	A2	German	B1	A2	A1	Czech	A2	A2
1009	- ID: 3_Jana	"Ahoj milá Jano,
jak se máš? Mám se dobře, ale mám rýmu. Děkuju mockrát za tvůj email. Promiň, že jsem nenapsala dlouho, ale učim se na zkoušku z Češtiny, která bude tento týden. A potom budu ukončit seminární práci a diplomovou prácí. Těším se, že budeš studovat v Praze. Co chceš studovat? Dějíny umění nebo ekonomika? Studovat neni snadny. Bez práce nejsou koláče! Jak se ti libí ten kurz angličtiny? Jsou tady nějaký český kurzy? Chtěla bych jet do Brna v létě. Chtěly bychom se setkat častěji. Toto město je  hezky. Jano, mám otazku: mohla bys mi dát odkaz na internet? Dám ti nějaké fotky, který jsem fotografovala  ve  výlet s Tomášoví minulý rok. 
Těšim se na setkání v Brně, brzy napiš! Pozdravuj Pavla! Zdraví tě tvoje Káťa  
 P.S: Znáš frází ,,Pivo děla hezká těla"" ?"	3	not reported	B1	B1	female	B1	German	B1	B1	B1	Czech	B1	B1
LIB0611002A	answering on a birthday invitation - ID: A2PS0102_oslava	"Čau Martine, 
Chci Tě zaprvé poděkovat že si mě pozval. Já ještě potřebuju ale vědet kdy to začíná? Abychom jsem mohl vědět kdy musím z domova odejít. Kdo ještě příjde, budou tam Tomáš a Lukáš, jestli ano, tak fajn. Budou tam tvoje rodiče, Radek chtěl vědět.
Uvidím tě poždeji 
David"	2	1519	A2	A2	male	A2	English	B1	A2	A1	Czech	A2	A2
PHA1109023	describe a photo: woman sitting at the window - ID: A2PS0200_zena	Na obrazku vidíme ženu starších let. Byla zachýcená behem krátké pracovní pauzy ve městké knihovně. Je to Kateřina Svobodová z Prahy. Cely svůj život bydli v Čechách  a miluje českú líteraturu, obzlvašt romany. Vystudovala UK v Praze a je vdána. Cely život delála lektorku na UK, a ted je v důchodu.  Momentalně děla v knihovne. Hodně mysli na svoje vnůčata a taky děti. Má psá, jezevčíka. Jmenuje se Rex, ten jí moc miluje.	2	3039	A2	A2	male	A2	Russian	B1	A2	0	Czech	B1	B1
PHA0509032	write an essay: The school is the basis of the life - ID: B2PS0200_skola	"1) Škola - základ života.
Když jsem zamyslím nad významem vzdělání,  pro život člověka v současné dobé, tak můžu říct, že hraje nejvyznamnější rolí v živote káždého.
Za prve všichni jsme chceme mít dobrou a zajimavou práci, vydělavat slušné penize,  žit ve vlastním bytě nebo domě, jezdit na vlastním aute a odpočivat aspoň jednou za rok u moře. Bohužel ne všichni lidě to mužou  zdědit. A proto hodně z náš snaži se vystudovat Vysokou školu a najít své zaměstnání. Ale bohužel nevždycky jeto jednoduché: dostat se na školu a uspěšně jí absolvovát. Taky k tomu potřebujeme abych nás podporovalí v tom rodiče nebo další příbuzné. Není jednoduche pro studenta platit za byt a studovát. Na brigadech se moc nevydeláš a proto potřebuješ mít podporu ze strany rodičů. 
Je složitě v tomto připadě cizincům, ktere opuští své hnizdo, podporu rodiny a jedou za znalostmi a životnimi zkošenostmi do světa. Mužou tím spolehnout jenom na sebe a porádit při studiu taky můsí ze sebou. 
Ale přesto,  že  na začatku cesty je vždycky složitě, člověk se snaží a bojuje za to, abych to vzdělání přece dostal. Má k tomu touhu a vélkou potřebu, zlepšovat své znalostí a dovědností a předavat jích dál. 
Za sebe můžu říct, že jsme se učíme cely život, a nejde jen o vzdělaní ktere dostavame ve škole, ale i celkove; jak dostavame životní zkošenost ze samotného života. Učime se komunikovat z lidmi, učime se byt slušnymi a zodpovědnymí za to co děláme, učime se být vstřicnymí k ostatním lidem.  
Učime se  mít rádi sovu Země abych jsme bylí užitečni."	3	2029	B2	B2	female	B1	Russian	B2	B1	0	Czech	B1	B2
0610	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno!
Děkuji ti za tvůj  email. Studuju stále ještě geografii, ale ukončím brzo. V březnu mám poslední zkoušku a už mám strach. Toho času hledám tému pro moji diplomovou práci. To neni jednoduche! Neplanuju dovolenou, protože jsem byla v Praze minulý semestr. A mám ráda život v Praze. Pro mě to bylo jako dovolena. Ale možná pojedu do Slovenska, ale kdy, už nevím. Mám také ráda lyžovat. To je super, že  chceš dělat stáž v Německu. Konečny mě můžeš navstivit v Drážďanech. V pátek odpoledne (13. dubna) pozvám tebe ke mně. Kdy příjedeš na nádraží? Už to víš? Budu Ti docházet na nádraží.
To je zajímave, že vaše univerzita nabízí prázdninové kurzy češtiny. Kolik stoji tento kurz? A kdy bude se konat? Můžeš posilat tento inzerát? Hlavně doufám že bude hezký počasí, když přijdeš do Drážďan. Můžeme jít do divadla, do kina nebo na operu a  tak dále...
Kdyby změnilo něco, zavolám tobě.
Měj se hezky a pekny,
Dana"	2	not reported	B1	B1	female	B1	German	B1	A2	A2	Czech	A2	B1
PHA0411038	write an essay: No pain no gain - ID: B2PS0202_kolace	"Všichni z nás vědí teorie Darwinu, která řiká, že práce převrátilo opice v člověka.
V nějakém významu s tím souhlasím, aniž bych nepodporoval této teorie. Předevšim s tím, že práce se pomáhá lidí udržet na úrovni jistého rozumného člověka ""homo sapiens"". Z jiného pohledu práce také nám přínáší peníze i jídlo, ktere všichni konzumenti ve světě potřebují jako vzduch a vodu. Když se zabyváš pravě tím, co miluješ, ziskáváš od práce spoustu pozitivních, kladných. emoci. Zejména v dnešní krizové době, kdy všechno je nejístě, a proto v okolí vladá chaos, práce může pomoct nám odvest pozornost od těch potíží, které nás obklopuje. Ano, samozřejmě, dobrá práce se musí střidat s dobrým odpočinkem. Pravě schopnost srdce fungovat samostatně a v průběhu celého života ovlivňuje i to, že jeho práce se vždy střidá s odpočinkem. Navíc, vědci uvědomují, že doba odpočinku srdce je o něco delší než doba práce
Na konec chcí řict, že pracovitý člověk vždy bude mít chleb, popř. maso, na stole, poctu ze strány lidí, obklopující jeho, a nejvyznamější, podle mého názora, bude mít pro co žít."	4	1519	B2	B2	male	B2	Other	B2	B2	0	Czech	B2	B2
LON0611002A	answering on a birthday invitation - ID: A2PS0102_oslava	"Milá Evo 
Děkuju za tvoji milou pozvánku na oslavu svých narozenin, ktera ráda přijimám.Pošli mi prosím více informací : Kde bude oslava a v kolik hodin začiná? Který další hosty jsi pozvalá?
Těším se na tvoji odpověď. Posilám pusu. 
Měj se hezky 
Marie"	2	2029	A2	A2	female	A2	French	B1	A2	A2	Czech	A2	A2
0601	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno,
děkuju Ti mockrat za Tvůj email. Mám hodné práce na studium. Musím skončit diplomce přiští týden.  Je brzo. Potom budu dělat výlet do Norsku. Těším  se na tebe v 13. dubna. Pozvám Ti na kávu na privatě. Kdy  přijedeš? Chtěla bych dostat pro tebe na nadráží.
Doufám, že dostáš stáž.
Mám zájem na kurz češtiny. Viš co kurz stojí a kdy  začí? Bylo by krásné, kdybych v Čechach pro kurz. Mohla bys  mi poslat inzerát?
Jak se má tého bratra?  Ještě je ve škole? Viděla ho minulý rok. Můj bratr začinal studium minulý měsíc. Studuje ekonomii v Berlině. Má velké radost. Ale, jak dlouho?
Pro  dnešek končim.
POzdravuj rodinu.
Zatim ahoj
Marie"	2	not reported	B1	B1	female	A2	German	B1	A2	A2	Czech	A2	B1
0826	answer to the email of Alena - ID: 1_Alena	"18. -ambigous-
Ahoj Aleno,
děkuju ti mockrát za tvůj email. Těšila jsem se moc a těším se na tebe. Momentálně  učím  pro zkoušku, ale brzo bude končit semestr. Už  na diplomce a také neplánuju dovolenou. Ale příští semestr  pojedu na Slovensko. Tam  budu studovat na univerzitě. 
Tak, těším se na návštěv.  Kdy  přije?  Mám čas a  pro tebe na nádraží.
Doma  žvanit spolu  nebo pít píjeme kávu. Máš chuť?
Tak, kurz  češtiny je zajímavý také. Máš  informace nebo detaile?
Těšila bych se, kdybys mi posilala inzerát. 
Kolik stojí kurz nebo kdy se bude konat?
Těším se na tebe a na naše setkani.
Zatím ahoj
Tvoje Julie"	2	not reported	B1	B1	female	A2	German	B1	A2	B1	Czech	B1	A2
PHA0111004A	answering on a birthday invitation - ID: A2PS0102_oslava	"Ahoj Evo! 
Děkuju za pozvání, ráda přijdu. 
Přeju tě hodňe šťestí, lasky a všechno nejlepší.
Kde a v kolik hodin začiná party? Oslava bude jen pro kamarády a nebo tam bude i irodína? Tvůj spolužak David přijde?
Měj se hezky, Marie"	2	1519	A2	A2	female	A2	Russian	B2	A2	A2	Czech	A2	A2
