essay_id	essay_set	essay	essay_score	Age	CEFR level of test	Coherence/Cohesion	Gender	Grammatical accuracy	Mother tongue	Orthography	Overall CEFR rating	Sociolinguistic appropriateness	Test language	Vocabulary control	Vocabulary range
1325_9000554	help someone who has problems with chats - ID: 1325_010300-2	"Ventidue di gennaio 
                 duemillaundici 
Giorgio Settimana Giovani
via F. CRISPI 119 
80127 Caserta
Egregio Signore Giovani,
Ho letto sua lettera sul giornale, per questo vi scrivo questa lettera. Anche io ho avuto esperienza cattiva usando l'Internet chercando amizia. Molto spesso le persone che hanno un acount sul Internet non esistono. En ""Friendscout24"" ho avuto un acount per conoscere nuova gente. Ho visto delle foto di donne molto belle, che volevo incontrare personalmente. Mai sono riuscito a farlo. 
Penso che forse la azienda va acount di donne attraente e usa delle foto di modele. Queste modele son sanno nulla di questo.
La azienda va questo per generare l'interes  del uomo. Se risciva una risposta di una donna,   può anche essere che qualcuno dela azienda ha enviato la risposta. 
Il mio consiglio per Lei è lasciare tutto il contatto con tutte le persone che ha conosciutto nel Internet. È meglio andare in un bar per chercare amizia o una donna per sposare. L'Internet è pieno di persone cattivi che voglione usare le persone debole. 
Vi saluto cordialmente, 
Michele Rossi 
Strada Maggiore 249
12345 Città X   
Paese X"	3	31	B2	B1	male	B1	other	B2	B1	B1	Italian	B1	B2
1395_0000398	contact a friend after a long time - ID: 1395_020300	"Città X, 29.5.10
Caro Marco.
Come stai? Io sto bene. Anche la mia famiglia sta bene. I miei genitori sono andati in vacanza per due settimane, che fortuna che hanno. :)
Mio fratello lavora tutto il giorno, e deve studiare tanto per l'esame, e poi va sempre in giro con la sua nuova ragazza. E come stanno i tuoi? Io lavoro ancora in Città Y come la ragazza alla pari, e mi piace tanto. Sono in una bellissima famiglia e Città X é troppo bello. E tu, che cosa fai adesso?
Fammi sentire! Tanti e cari saluti. Maria-image-"	3	17	A2	B1	female	B1	German	C2	B1	A2	Italian	B1	B1
1395_0001065	contact a friend after a long time - ID: 1395_020300	"Caro Silvio,
anche quest'anno non riuscieramo a visitarti a Città X. Ma ti scriviamo una lettera. Meglio che niente! Noi stiamo bene. Maria ha trovato un nuovo lavoro. Pensa, lei è adesso un'insegnante! 
In febbraio siamo stati in vacanza. Eravamo in Città Y. Il tempo era ottimo e schiavamo tanto. Bisogna andare in vacanze più spesso. 
Potremmo venire da te in agosto. Che cosa ne pensi? 
Cari saluti
Michele e Maria"	2	28	A2	A1	male	A2	German	A2	A2	A2	Italian	A2	A2
1365_0100482	help a friend who is looking for work after school-leaving exam - ID: 1365_040501	"Città X, 24.03.2012 
Caro Francesco, 
mi piace sentire dall'esame superato di lui! È molto importante che lo hai fatto. Bravissima! Trovo anche che abbia bisogno di tempo dicendo se vuoi studiare oppure no. C'è una decizione molta importante! Quindi ho trovato un' albergho che cerca personale. Forse ti piaci? Dato che l'albergho è vicino alla mia casa puoi visitarme e andiamo nuotare o altre attività! Spero che i suoi genitori te lascino andare a Città X! 
Vorrei parlare del mio tempo liberò allora. Prima ho fatto il regalo ieri per la mia amica Maria. Spero che lo si piacia. 
In più non ho avuto molto tempo per il mio ragazzo e le mie amicho perchè ho scritto molti testi a scuola - lo odio! 
Dopo aver andato a scula vorrei cominciare di studiare presto in Città Y perchè la mia sorella li studia anche. 
Però ho tempo per te nel prossimo anno!
Dicemi se vuoi venire! 
Cari saluti 
Eva"	3	18	B1	B1	female	B1	German	C1	B1	B1	Italian	B1	B1
1395_0000516	contact a friend after a long time - ID: 1395_020300	"Ciao Francesco
come va?
E tua famiglia e tutto va bene? Per la prosima vacanza io vado per due settimane al Città X e asspetta a te. La date 10.03 - 30.03.2011. Come va tua nova proffessione ""patrone"" al ristorante ""Don Bruno""?
ci vediamo
Michele"	2	46	A2	A2	male	A2	German	A2	A2	A2	Italian	A2	A2
1395_0001080	inform friends about language course - ID: 1395_010300	"Cari amici, 
Sono attualmente a Città X per fare un corso di italiano. Penso rimanere ancora due o tre settimane. Sono molto contenta di nostra insegnante. Lei è molto competenta è simpatica. Le lezione sono interessante perché l'insegnante parla non solo della grammatica ma anché della cultura italiana. Doppo le lezione, la sera, vado mangiare con i nuovi amici italiani. Andiamo anché spesso al mare ou facciamo un giro con la bicicletta .
Cordiali saluti di Toscana!"	2	32	A2	A2	female	A2	Polish	B1	A2	B1	Italian	B1	B1
1385_0000037	help a friend who is looking for work - ID: 1385_040101	Puoi dirmi che lavoro hai fatto e che tipo di lavoro vuoi fare. Quando puoi cominciare a lavorare? Hai una macchina e puoi lavorare alla fine settimana? Il mio amico cerca sempre persone per aiutare nella sua discoteca.	2	47	A1	A2	male	A2	German	B1	A2	A1	Italian	A2	A2
1325_1001124	help someone who has problems with chats - ID: 1325_040300-2	"-image-
Settimana Giovani  
via Crispi, 119
80127
                                                                                             Città X, 01.22.2012 
Caro Giorgio, 
secondo me uso di Internet ha tanti vantiaggi per esempio possiamo conoscere nuova gente e questo caso è molto importante per i giovanesi. Io preferisci l'amicizie nella scuola all'amicizie virtuali ma amicizie virtuali è una cosa buona. Qualche mesi fa ho conosciuto una bella ragazza sull'Internet si chiama Maria e adesso lui è la mia amica. 
Secondo me Internet è una miraculosa nel caso tuo Internet può aiutare e per me Internet è stato un grande aiuto nella vita. Giorgio, pùoi continuare l'uso di internet per conoscere nuova gente. La gente sull'internet à molto amichevole e pùoi parlare a loro ogni giorno, quando se vuole!
Porgo i miei saluti, 
Michele Rossi"	3	18	B2	B1	male	B1	Hungarian	B2	B1	A2	Italian	B2	B2
1365_0100021	answer to an wedding invitation - ID: 1365_020300	"Città X il 30/08/10
Cari amichi,
Ho avuto vostra lettera, sono un pó sorpresa ma vi mando tutte le mie congratulaziono, molto felice.
Vi ringrazio per l'invito ma non porrei venire perche ho trovato un nuovo lavoró é comminció il 15 ottobre al ""Club ulivi"" Per me fare perdonnare e  potere vedervi un pó, vi mando mio regalo: un biglietto con questa lettera.
Vi ho affitato per una Settimana, un bungalow viccino al mare con formala pensione e molte animazione nello ""Club Ulivi"" un posto tranquillo
Spero di recevere una vostra  lettera presto.
Vi abbraccio molto affetuosamente 
-unreadable-
PS: 1 biglietto"	3	48	B1	B1	female	B1	French	B2	B1	B1	Italian	B1	B1
1385_0000045	help a friend who is looking for work - ID: 1385_040101	"Caro Carlo,
grazie per la tua mail.Vorrei aiutarti, ma ho bisogno di qualche informazione in più. Puoi dirmi dove lavori adesso e che cosa fai? Che tipo di lavoro ti piacerebbe fare adesso? Vorrei anche sapere quando potresti cominciare il nuovo lavoro.
Tanti cari saluti e tante belle cose,
Maria"	2	51	A1	A2	female	B1	German	B1	A2	B1	Italian	B1	B1
1325_9000602	complain against a hotel - ID: 1325_020400-2	"Michele Rossi
Strada Maggiore 9 
12345 Città X
                   La Republica
                   Via dei Corti 
                   1125 Lugano 
Città X , il 20 Settembre 2011  
Egregia Redazione,
Due settimane fa ho passato le mie vacanze nella ""Residence del lago"". Dopo aver visto il vostro annuncio era felicissimo di poter passare una settimana di relax dopo un anno di lavoro. 
Ma invece è stata una settimana d'incubo! Il residence era vecchio, l'aria condizionata non funzionava, la piscina era sempre affollata, il lago era lontanissimo e i collegamenti erano scarsi. I campi da tennis erano in riparazione e per finire, l'animazione c'era soltanto una volta alla settimana. Qindi vi prego di togliere quel annuncio dal giornale perché per un prezzo di 800,- alla settimana truffate la gente. Siccome io sono una persona molto sportiva durante le mie vacanze in quel residence ho sofferto moltissimo, perché non ho potuto ne giocare a tennis ne andare a fare le mie 30  vasce al giorno nella piscina. 
Con questa lettera vi chiedo cordialmente di rimborsarmi almeno il 30% dei soldi che ho speso. Perché dopo queste vacanze sono tornato a lavoro ancora più strafatto di quando ero venuto. 
Con i miei più cordiali saluti 
Michele Rossi"	3	21	B2	B2	male	B2	Italian	C1	B1	B1	Italian	C1	C1
1395_0000340	contact a friend after a long time - ID: 1395_020300	"Città X, il 4 marzo 2010
Caro Fabio,
Come stai? Io sto bene! Mia famiglia sta bene anche. Mio fratello ha un filho, Francesco, che ha 3 anni. Lavoro al albergo ""Alba"" dove sono cameriera. Questo lavoro mi piace molto. Ho studiato l'italiano durante 1 mese e mezzo per il mio lavoro perché ci sono molti italiani a Città X! Sono andata a Città Y in ottobre scorso. Era magnifico e la gente è molto simpatica. Penso andare a vederte a Città X questo inverno. A presto!
Tanti Baci
Maria"	2	32	A2	A2	female	B1	French	B1	A2	A2	Italian	B1	B1
1365_0100168	answer to an wedding invitation - ID: 1365_020300	"Cara Beatrice, Caro Stefano! 
Tanti auguri per il vostro matrimonio! Ho già sperato lontanamente che finalmente troviate il coraggio per dire ""sì"". Mille grazie per l'invito meraviglioso, sono molto felice di potere festeggiare insieme con voi. Spero che io non debbia lavorare questo giorno, ma sono sicuro che non ci sarà un problema. Cosa desiderate come un regalo? Preferite soldi oppure altre cose? 
Sono molto contento di vedervi tra poco! 
Cordiali saluti, 
Michele"	3	18	B1	B1	male	B2	German	C1	B1	B1	Italian	B2	B1
1385_0000122	help a friend who is looking for work - ID: 1385_040101	"Caro Giovanni,
Grazie per la tua email. Vorrei aiutarti, ma ho bisogno di qualche informazione in più. Puoi dirmi dove lavori adesso? Che tipo di lavoro cerci? Ti piace lavorare in ufficio o preferisci lavorare fuori? Anche vorrei sapere quando vuoi iniziare. Sei libero subito?
Ci vediamo!
Maria"	2	32	A1	A2	female	B1	French	B1	A2	A2	Italian	A2	A2
1385_0000023	help a friend who is looking for work - ID: 1385_040101	"Puoi dirmi que lavoro tu hai fatto? In Svizzera è possibile da lavorare troppo ma che tipo di lavoro tu voui fare?
Vorrei sapere quando tu puoi iniziare a lavorare? Si tu vuoi sapere d'altro informazione tu puoi scrivere a me."	2	25	A1	A2	male	B1	German	B1	A2	A2	Italian	A2	A2
1365_0100269	help a friend who is looking for work after school-leaving exam - ID: 1365_040501	"Città X, 13.08.2011 
Caro Francesco, 
ho saputo che finalmente la hai fatto! So che sei molto intelligente e un ragazzo chi riusci fare tutte l'esame!
Purtroppo devo informarti che trovare un lavoro non è facile. Lo sai che incontro molti, chi può aiutarci.
Penso che devi studiare un'altra lingua straniera e con queste conoscienze potrei cercare lavoro anche in altri paesi. Mandarmi il tuo curriculum. 
Mi hai detto che hai lavorato in un albergo e per questo penso che trovare il lavoro per te non sarà difficile. 
Scrivemi se tutti saranno chiare per te' 
Tanti saluti 
Maria"	3	26	B1	B1	female	B1	Hungarian	C1	B1	B1	Italian	B1	B1
1385_0001112	reschedule an appointment - ID: 1385_020100	"Ciao Daniele,
come stai? Io sto bene. Vorrei dirti che giovedi pomeriggio non posso venire al nostro incontro perchè  in ufficio c'è molto lavoro. È una settimane orribile. Che ne dici di incontrami sabato sera, pérchè ho molto tempo.
Andiamo a cena in un ristorante tailandese? Ci ho già mangiato e è molto buono. Mi piace molto di vederti.
Bacio
Maria"	2	18	A1	A2	female	B1	other	B1	A2	A2	Italian	B1	B1
1395_0000555	go see a friend - ID: 1395_040101	"Cara Sandra
come stai? e la tua famiglia, come sta? Tutto a posto? Io sto benissimo. Ieri ho deciso di visitare la tua città in settembre o ottobre. Non mi ha raccontato che è molto bella? Che cosa c'è da vedere?
Fammi sapere quando avresti tempo per passare alcuni giorni insieme.
Ciao e a presto
Maria"	2	28	A2	A2	female	A2	German	B1	A2	B1	Italian	A2	A2
1385_0001110	reschedule an appointment - ID: 1385_020100	"Caro Daniele,
voglio spiegarmi con queste e-mail per non potere insontrarti  giovedì pomeriggio. In ufficio è una settimana orribile e c'é molto lavoro.
Se vuoi  possiamo incontrarci  sabato sera.  Hai voglia di andare a cena in un ristorante tailandese?
Scrivimi presto!
Michele"	2	19	A1	A2	male	B1	other	B1	A2	A2	Italian	B1	B1
1365_0100093	answer to an wedding invitation - ID: 1365_020300	"Cara Beatrice, Caro Stefano,
Prima, vorrei fare le miei congratulazioni.
Vi ringrazio dell'invito. Sono molto contento, che non hanno dimenticato il suo amico svizzero!
Verrò con piacere al matrimonio e possibilmente posso restare qualche giorni a Napoli. Finalmente, vorrei chiedervi cosa posso regalarvi. C'è qualcosa della Svizzera, che posso portare? Fammi sapere!
Cordiali saluti e a presto
Michele"	3	32	B1	A2	male	B1	German	C1	B1	B1	Italian	B1	B1
1325_9000279	inform oneself about an aid project - ID: 1325_030300-1	"27.05.2011                                                                                         SOLIDARIETÀ VIVA                                                                                                                             Vialle Bruzzi 117                                                                                                                   21023 Milano                       
                                Egreggi Signori,                                                                                                ho letto il vostro annuncio e sono veramente interessato. Mi chiamo Michele Rossi, ho 31 anni e lavoro come infermiere da 7 anni. Proprio per questo motivo mi piace ad aiutare la gente. Visto che lavorando per voi durante queste estate il mio impegnio veramente può servire ad aiutare la gente in diversi paesi. Ho la figlia di 4 anni e ogni volta guardando i bambini poveri sulla TV divento triste. Sarei contento un giorno di vedere tutti questi bambini ben situati con loro famigliari.  
Questo anno il mio responsabile di lavoro mi ha datto le vacanze in agosto, prime due settimane. Ho deciso che le mie vacanze voglio dedicare ai bambini poveri naturalmente rivolgendosi a voi esperando che mi acetate. Sono pronto di fare ogni tipo di lavoro compreso anche i vostri che sono dentro annuncio. Sono una persona molto apperta, positiva, sempre in contato con la gente e per questo mi vedo anche molto bene nei mercatini dell'usato. 
Da quando ero bambino sogniavo di poter aiutare l'altra gente e per quell'mottivo ho scelto il mio mestiere. Lavoro in un reparto medicalizzato e ho contato con la gente amalata. dove poso aiutare prestendo delle cure, Invece ai bambini poveri lavorando per voi e vi prego di rispondermi sulla mia domanda piu presto possibile.  
Vi mando miei piu sinceri saluti aspetando la vostra risposta. 
Rossi Michele               
                                                                 indirizzo: Strada Maggiore 14                                                                                                                              12345 Città X                                                                                                                                             Paese X"	3	31	B2	B2	male	B2	other	B2	B1	B1	Italian	B2	B2
1365_0100255	answer to an wedding invitation - ID: 1365_020300	"Maria Rossi
Strada Maggiore 91
12345 Città X
                                                                       Famiglia 
                                                                       Russo e Capurro
                                                                       Via Friuli 72
                                                                       8000 Napoli 
Città X, 25-06-2011 
Egregi Signori e Signore, 
Sono molto lieta della vostra annuncia. 
La ringrazio e le auguro i miei congratulazioni. Purtroppo non posso festeggiare con voi, perché sarò a Città Y per una reunione della mia ditta. Vorrei comprare qualcosa speciale o forse e meglio di regolare un buono per il viaggio di nozze. Ce pensate. Per favore mi puoi dare una idea o conferma il mio proposto. 
La ringrazio anticipamente e le mando i miei cordiali saluti. 
           Maria Rossi"	2	45	B1	A2	female	B1	German	B2	A2	A2	Italian	B1	B1
1325_1001048	describe experiences with language learning - ID: 1325_040300-1	"Gabriella Favati
Dipartimento di Linguistica Teorica e Applicata
Universita degli Studi di Pavia
Corso Strada Nuova 65
27100 - Pavia
Italia
Maria Rossi
Strada Maggiore 34
12345 Città X
Ungheria
01/01/2011
Gentile Gabriella Favati,
In referimento all'annuncio del dito di Università degli Studi di Pavia.
Vorrei ti aiuto, e scrivo la mia esperianza quando ho studiata la lingua straniera.  Io non ho studiato mai l'italiano nell' scuola, solo all'estero.
Ho iniziato imparare italiano quando sono stata lì. Ho provato parlare con gli altri, e ho provato conoscere la cultura itoliana, la vita, la gente. Allora secondo me è molto importante se voui conoscere l'altra cultura non solo la lingua.
Quando sono stata a Caserta, tutti i giorni ho imparato qualcosa di nuovo. E ho fatto un giro in Italia, perchè durante il questo tempo ho conoscuto la lingua, la cultura, il cibo, la gente. Ero a Caserta italia da tre mesi, quando ho studiato all'estero.Attualmente uso il mio italiano quando parlo con i miei amici italiani. Secondo me è importante se può conoscere anche la cultura. Magari è meglio.
Spero la questa lettera sarà aiuta e La ringrazio la sua gentile attenzione. Le invio il mio curriculum, se vouó parlare con la assocazione do ho studiato.
Buona gironata
Maria Rossi
Allegato: lingua straniera"	3	27	B2	B1	female	A2	Hungarian	C1	B1	B1	Italian	B1	B1
1365_0100199	answer to an wedding invitation - ID: 1365_020300	"Maria Rossi                                                               12345 Città X, il 20 ottobre '11 
                                                                                         Strada Maggiore 1
Signori
Beatrice e Stefano Russo / Tittarelli 
Via Friuli, 72
Napoli 
Cara Beatrice! Caro Stefano!
Con la presente, vorrei esprimere i miei auguri a proposito del vostro matrimonio Ero veramente felice di sentire questa novità meravigliosa!  
Vi ringrazio anche del invito e ho povuto prendere qualche giorno libero. Cosi è possibile di participare alla vostra festa. Vorrei prenotare una camera vicino dal ristorante, cosi si festeggia ancora meglio, e voi sappete, c'è anche un viaggio abbastanza lungo da Città X a Napoli. 
Per il momento, non ho nessun'idea che cosa potrei regalarvi. 
Vi chiedo di aiutarmi e di farmi una proposta. Forse avete anche scelto un negozzio con una lista di regali di nozze? 
Sto aspettando la vostra risposta e c'è un piacere di rivedersi presto, 
Vi abbracio, 
Maria"	3	55	B1	B1	female	B1	German	C1	B1	B1	Italian	B1	B1
1325_9000144	apply for internship in company - ID: 1325_020400-1	"Maria Rossi
Strada Maggiore 938 e
12345 Città X
Spett. Ditta Valtour viaggi e vacanze
Ufficio del Personale
Via F. Redi 3
I - 10.000 Sinalunga (SI)
Italia
Fax: 0345-11111111
Oggetto: Richiesta di uno stage
Egregi Signori,
In riferimento al Vostro annuncio da ""Jobselect"" dal 20 maggio 2011 Vi mando in allegato il mio curriculum vitae. 
Io sono corrispondente per le lingue straniere. Parlo le lingue francese, inglese e italiane correntamente.  Inoltre, ho fatto una formazione di commerciante all'ingrosso ed estero (Groß- und Außenhandelskauffrau). Durante la mia vita professionale ho sempre potuto applicare le mie conoscenze linguistiche nei servizi di vendità o di marketing. 
I miei viaggi mi hanno portato spesso in Italia e mi piacerebbe combinare queste esperienze con le mie conoscenze professionale. Dopo la mia formazione ho lavorato nel consolato italiano nei servizi turistici. Questo lavoro mi ha permesso di conoscere meglio le regione turistiche italiane e anche gli abitudine regionale. 
Vi prego di farmi sapere se avete bisogna delle informazione ulteriore. In attesa di una risposta, Vi porgo i miei più cordiali saluti.Maria Rossi"	3	44	B2	B2	female	B2	German	C1	B1	B2	Italian	B2	B2
1395_0001066	contact a friend after a long time - ID: 1395_020300	"Ciao Carlo                                                      Città X, 18 junio 
Comè stai?
Siamo sull'isola d'Elba in vacanze e la mia famiglia ed io stanno molto bene. Il tempo è fantastico e siamo alla spiagga tutti i giorni. Abiamo trovato una piccola casa vicino al mare. 
Alla settimana passata abiamo fatto un giro dell'isola. Al officio va bene anche, ho un nuovo capo, ed è molto piacevole di lavore  con lui. Quando siamo ritornati, è possibile incontrarti? Fammi sapere!
Cari saluti, Michele"	2	52	A2	A1	male	A2	German	A2	A2	A2	Italian	A2	A2
1325_1001166	apply for internship in fashion sector - ID: 1325_020401-1	"Maria Rossi
1234  Città X
Strada Maggiore n.9
Paese X 
                              Egregio Direttore 
                              ALI - Agenzia Lavoro Interinale 
                             Via Dante Alighieri 40 
                            I - 42010 Reggio Emilia 
                            Italia 
                            Città X, 2012 marzo 03 
Egregio Direttore, Piltvo Bavi, 
ho letto nella Vostra inserzione nelle ""Corriere della Sera"" per cercano come una assistente. Permette di me per mando il mio curriculum. Sono nata 26 anni fa, il gg mm aa in Città Y. In questa scuola si è maturita in 2004. Poi mi sono iscritta al Università di Città Z alla Facolta di Lettura e Filozofià e alla Facolta di Sciencze. Ho superato tutti gli esami in 2009. Un mezz'anno ho cercato lavoro. Due anni fa ho cominciato lavorare in Città Y. Io sono professore di storia e di geografia in un lieceo scientifico. Conosco bene l'informatica e la dattilografia e parlo e scrivo correttamente in tedesco e in italiano. Sono lieta per il mio lavoro, ma io voglio provare un altro lavoro. Tenere i contatti con i clienti non è problema, perché adesso  ogni giorno tengo il contatto molti studenti. Dove è il posto di lavoro? E quanto è il retribuzione? Sono -unreadable- cosi secondo me affitare un appartamento non è difficile. Io voglio conoscere una altra città e voglio conoscere un altro lavoro. Ho una minima esperienza, un anno fa ho lavorato in un ufficio da marzo a settembre. 
Aspetto la Vostra lettera! 
Cordiali saluti: 
    Maria Rossi"	3	26	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B2	B2
1325_1001092	apply for internship in fashion sector - ID: 1325_020401-1	"Città X, 19 novembre 2011 
                    -symbol- ALI - Agenzia Lavoro Interinale 
                                                                                    Via Dante Alighieri 40 
                                                                                   I - 42010 Regio Emilia 
                                                                                  Italia 
Egregio Signore responsabile, 
Le scritto per avere informazioni reguardo al lavoro -unreadable- . Io ho letto Suo annuncio.
Io mi chiamo Maria Rossi. Io sono studentessa all'universita di Città Y. Io ho studiato materie economiche. E io uso molto programmi informatici. Sono molto contenta con i clienti. Io posso comincare al lavoro a lunedi. Orario di lavoro è molto buono per me, perchè sono libertà ogni gionni . Io ho lavorata uno negozi, si chiama Bella moda. Mi piace molto la moda e condurre ricerche di mercato. Io ho lavorata a cinama, si chiama cinema centro. La mia esperienza lavorativa questi. Potrebbe darmi un numero di telefono oppure posso parlare con Lei personalmente. 
La ringrazio per la gentile attenzione. Aspetto al più presto la Sua risposta. 
                                                                      Cordiali saluti, 
                                                                                            Maria Rossi"	3	18	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B1	B1
1395_0000368	contact a friend after a long time - ID: 1395_020300	"Città X 29.Marzo 2010
Ciao Max
Va bene, ed la famiglia è tout a posto? Sono in forma ed ma famiglia anchè.
Dal 26. Maggio vado a vacanze a Città Y per una settimana.
A presto
Salutì
Michele"	1	36	A2	A1	male	A1	German	A2	A1	A1	Italian	A2	A1
1395_0000465	contact a friend after a long time - ID: 1395_020300	"Città X, 03.07.2010 
Ciao Anna!
Finalmente trovo un po' di tempo per scriverti!
La mia familia sta bene: zio Michele è allegro e felice anche zia Maria sta bene,
Io sono contenta del mio lavoro - ho molto da fare, ma mi piace molto
In vacanza sono andata in montagnia - un mio amico ha ci una casa.
Scrivi una lettera a me!
Saluti! 
Tua Eva"	2	21	A2	A2	female	A2	Polish	B1	A2	A2	Italian	A2	A2
1385_0001147	reschedule an appointment - ID: 1385_020100	"Salve Daniele,
Come stai?
Oggi, è una settimana orribile. In ufficio c'é molto lavoro e giovedì pomeriggio non posso bevere un café con te. Mi dispiace. Ma hai tempo il prossimo sabato sera? Ho un buon idea. Andiamo a cena in un ristorante tailandese. Ti aspetto alle 8 hora di sera avanti il tabacco di Giovanni Va bene cosí?
Grazia per la tua compressione.
Michele"	2	38	A1	A2	male	A2	German	B1	A2	A2	Italian	A2	A2
1395_0001141	inform friends about language course - ID: 1395_010300	"Cara Giulia 
Sono a Città X con il mio corso di italiano. Ieri abbiamo visitato delle chiese e delle palazze. Stasera vogliamo mangiare dei specialità in un ristaurante. 
Forse vogliamo andare a un'altra città domani. Ogni giorno faccio il shopping anche. Troviamo che Città X è una bella cità. Ritornamo in tre giorni. Il mio amico Michele è con voi. Vuole apprende un po' d'italiano. 
Tanti saluti
Maria"	2	18	A2	A2	female	A2	German	B1	A2	A2	Italian	B1	B1
1325_1001139	describe experiences with language learning - ID: 1325_040300-1	"XX 1234 Città X
                                                     Strada Maggiore 20
                                                     22 gennaio 20120 
Gabriella Favati
Dipartimento di Linguistica Teorica e Applicata, Università degli Studi di Pavia
IT - 27100 Pavia 
Corso Strada Nuova 65  
Spettabile Gabriella Favati,
le scrivo allo scopo di rispondere alla Sua lettera che l'ho letto nella mia scuola in Paese X.
Sono una ragazza aggettivo di nazionalità X, sono venticinque anni. Adesso frequento l'Università di Città X, studio l'architettura. Quando sono stata più giovane studiavo la lingua italiana nel liceo. Dopo quattro anni ho fatto un' esame di lingua d'italiano. Pensavo che è una buona scelta per impararmi una lingua meno faticosa. L'inglese e tedesco si parlano più d'italiano. Nel mio paese la lingua italiana è una lingua cercata perchè non si parlano tanti personi. 
Adesso cerco un lavoro dove posso usare mia conoscenza di lingua italiana, nel lavoro d'architettura può essere utile questa conoscenza. 
Quando studiavo questa lingua conoscevo anche la nazione italiana, la traduzione italiana, il paese. È importante studiare altre lingua di lingua madre, è aiuta nella vita del futuro. 
Se ha bisogna altri informazioni le do il mio indirizzo E-mail: 
Maria Rossi@internet.it 
Cordiali saluti 
Maria Rossi"	3	26	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B2	B2
1325_1001077	apply for internship in fashion sector - ID: 1325_020401-1	"ALI - Agenzia Lavoro Interinale 
Via Dante Alighieri 40 
I - 42010 Reggio Emilia 
ITALIA 
                                                                Città X, 19/11/2011
Gentili Signori, 
ho letto il Vostro annuncio sull'Internet e mi ha fatto immensamente piacere perchè sto cercando un buono posto di lavoro. 
Prima di tutto Vi vorrei dire le mie esperienze lavorative! Lavoravo in un Ufficcio come ragioniere, ed inoltre ero assistente all'Ufficcio di Viaggio. Appunto per questo sarei la migliore assistente al Vostro Agenzia Lavoro! 
Mi vorrei presentare un po'. Ho 24 anni e sono laureata all'università di Economia, e adesso cerco un posto di lavoro. Sono specializzata per guida turistica e ho molto esperienza. Mi piace organizzare le programme e fare relazioni con le persone. 
Parlo quattro lingua differenza e penso che sarei buono aiuto per Voi. 
Resto in attesa la Vostra risposta! 
Farei dei mio meglio di lavorare bene all'Agenzia Lavoro! 
Cordiali saluti,
Maria Rossi"	3	19	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B2	B2
1385_0000097	reschedule an appointment - ID: 1385_020100	"Ciao Daniele
come stai? Per me è una settimana orribile. In ufficio c'è molto lavoro e giovedì pomeriggio non posso incontrarti perché il mio capo ha organizzato una riunione. Hai voglia di andare a cena a una ristorante tailandese sabato sera con me?
Ti bacio
Maria Rossi"	2	28	A1	A2	female	B1	Polish	B1	A2	A2	Italian	B1	B1
1325_1001047	help someone who has problems with chats - ID: 1325_040300-2	"Strada Maggiore 119, 80127 
2011.10.01
Cara Giorgia
 Sono stato molto felice quando ho ricevuto tua lettera. Non ti ho visto tre mese! Mi dispiace che sentito. Intern e chat molto dificile cosa. Anchio ho avuto problemi con cui. Ma  ho risolvato mia problemi. Anchio ho cancellato dal cellulare tutti i numeri delle persone con cui ""chatao"", ma questo soluzione non bene. Ho comprato una nouvo cellulare e numero. -unreadable- Ho reinstalato il systema operazione  nel mio computer. Dopo questo terribile situazione, -unreadable-o computer sempre. Perchè internet e molto  importante parte la vita mia. Secondo me  molto importante parte molte gente.  ho fatta  eticha per usare del. Io soltanta uso web pages quel  che necessario per me
Spero che io aiuto a te e Aspetto molto  tuo rispondo!
Tuo amico:
Michele"	3	26	B2	A2	male	A2	Hungarian	C1	B1	B1	Italian	B1	B2
1385_0000012	help a friend who is looking for work - ID: 1385_040101	"...Puoi dirmi dove lavori e che fai a desso? Vorrei sappere, che tipo di lavoro vuoi fare. Che cosa ti piace e che cosa ti dispiace. E finalmente, quando vorrei iniziare? Spero d'ascoltare da te. 
Tanti saluti da Città X
Michele"	2	26	A1	A2	male	B1	German	B1	A2	A2	Italian	A2	A2
1385_0001165	reschedule an appointment - ID: 1385_020100	"Ciao Daniele,
è una settimana orribile. In ufficio c'è molto lavoro e giovedì pomeriggio no posso incontrarti perchè c'è una riunione organizzata del mio capo e così non ho tempo di vederti. 
Forse possiamo incontrarci sabato sera? Ti va di andare a cena in un ristorante tailandese? Conosco un veramente buonissimo!
Fammi sapere se hai tempo e voglia. 
Un abbraccio
Michele"	2	36	A1	A2	male	A2	German	B1	A2	A2	Italian	A2	A2
